navId,navType,sourceRowId,name,city,stateCode,countryCode,regionCode,lat,lon,freq,chan,navStatus,nasUseFlag,publicUseFlag,highAltArtccId,lowAltArtccId,legacyNavIdTypeKey,currentPointKey
ELP,VORTAC,442,EL PASO,EL PASO,TX,US,ASW,31.81591027,-106.28188283,115.2,99X,OPERATIONAL RESTRICTED,Y,Y,ZAB,ZAB,POINT:NAVAID:ELP:VORTAC,POINT:NAVAID:ELP:VORTAC:US:TX:EL_PASO
ELP,VOT,443,EL PASO,EL PASO,TX,US,ASW,31.80444444,-106.36611111,111,,OPERATIONAL RESTRICTED,N,Y,,,POINT:NAVAID:ELP:VOT,POINT:NAVAID:ELP:VOT:US:TX:EL_PASO
ELW,VORTAC,444,ELECTRIC CITY,ANDERSON,SC,US,ASO,34.41918616,-82.78468372,108.6,23X,OPERATIONAL RESTRICTED,Y,Y,ZTL,ZTL,POINT:NAVAID:ELW:VORTAC,POINT:NAVAID:ELW:VORTAC:US:SC:ANDERSON
ELX,DME,445,KEELER,KEELER,MI,US,AGL,42.14441236,-86.12270577,116.6,113X,OPERATIONAL RESTRICTED,Y,Y,ZAU,ZAU,POINT:NAVAID:ELX:DME,POINT:NAVAID:ELX:DME:US:MI:KEELER
ELY,VOR/DME,446,ELY,ELY,NV,US,AWP,39.29812588,-114.84830477,113.95,86Y,OPERATIONAL RESTRICTED,Y,Y,ZLC,ZLC,POINT:NAVAID:ELY:VOR/DME,POINT:NAVAID:ELY:VOR/DME:US:NV:ELY
ELZ,DME,447,WELLSVILLE,WELLSVILLE,NY,US,AEA,42.08965069,-77.99954897,115.85,105Y,OPERATIONAL RESTRICTED,Y,Y,ZOB,ZOB,POINT:NAVAID:ELZ:DME,POINT:NAVAID:ELZ:DME:US:NY:WELLSVILLE
EMG,VORTAC,448,ELM GROVE,SHREVEPORT,LA,US,ASW,32.40040555,-93.59514722,116.65,113Y,OPERATIONAL RESTRICTED,Y,Y,ZFW,ZFW,POINT:NAVAID:EMG:VORTAC,POINT:NAVAID:EMG:VORTAC:US:LA:SHREVEPORT
EMI,VORTAC,449,WESTMINSTER,WESTMINSTER,MD,US,AEA,39.49500738,-76.97857197,117.9,126X,OPERATIONAL RESTRICTED,Y,Y,ZNY,ZDC,POINT:NAVAID:EMI:VORTAC,POINT:NAVAID:EMI:VORTAC:US:MD:WESTMINSTER
EMP,VORTAC,450,EMPORIA,EMPORIA,KS,US,ACE,38.29114488,-96.13811119,112.8,75X,OPERATIONAL RESTRICTED,Y,Y,ZKC,ZKC,POINT:NAVAID:EMP:VORTAC,POINT:NAVAID:EMP:VORTAC:US:KS:EMPORIA
EMR,NDB,451,EMORY,AUGUSTA,GA,US,ASO,33.46280694,-81.99685636,385,,OPERATIONAL IFR,Y,Y,ZTL,ZTL,POINT:NAVAID:EMR:NDB,POINT:NAVAID:EMR:NDB:US:GA:AUGUSTA
ENA,VOR/DME,452,KENAI,KENAI,AK,US,AAL,60.61470211,-151.19524266,117.6,123X,OPERATIONAL IFR,Y,Y,ZAN,ZAN,POINT:NAVAID:ENA:VOR/DME,POINT:NAVAID:ENA:VOR/DME:US:AK:KENAI
END,VORTAC,453,VANCE,ENID,OK,US,ASW,36.34496666,-97.91835555,115.4,101X,OPERATIONAL RESTRICTED,Y,Y,ZKC,ZKC,POINT:NAVAID:END:VORTAC,POINT:NAVAID:END:VORTAC:US:OK:ENID
ENE,VOR/DME,454,KENNEBUNK,KENNEBUNK,ME,US,ANE,43.42567213,-70.61352547,117.1,118X,OPERATIONAL RESTRICTED,Y,Y,ZBW,ZBW,POINT:NAVAID:ENE:VOR/DME,POINT:NAVAID:ENE:VOR/DME:US:ME:KENNEBUNK
ENI,VORTAC,455,MENDOCINO,UKIAH,CA,US,AWP,39.05321675,-123.27432666,112.3,70X,OPERATIONAL IFR,Y,Y,ZOA,ZOA,POINT:NAVAID:ENI:VORTAC,POINT:NAVAID:ENI:VORTAC:US:CA:UKIAH
ENL,VORTAC,456,CENTRALIA,CENTRALIA,IL,US,AGL,38.41999869,-89.1589978,115,97X,OPERATIONAL RESTRICTED,Y,Y,ZKC,ZKC,POINT:NAVAID:ENL:VORTAC,POINT:NAVAID:ENL:VORTAC:US:IL:CENTRALIA
ENM,VOR/DME,457,EMMONAK,EMMONAK,AK,US,AAL,62.78458847,-164.48753397,117.8,125X,OPERATIONAL IFR,Y,Y,ZAN,ZAN,POINT:NAVAID:ENM:VOR/DME,POINT:NAVAID:ENM:VOR/DME:US:AK:EMMONAK
ENN,VORTAC,458,NENANA,NENANA,AK,US,AAL,64.59000691,-149.07285783,115.8,105X,OPERATIONAL RESTRICTED,Y,Y,ZAN,ZAN,POINT:NAVAID:ENN:VORTAC,POINT:NAVAID:ENN:VORTAC:US:AK:NENANA
ENO,VORTAC,459,SMYRNA,KENTON,DE,US,AEA,39.23164669,-75.51596994,111.4,51X,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:ENO:VORTAC,POINT:NAVAID:ENO:VORTAC:US:DE:KENTON
ENW,DME,460,KENOSHA,KENOSHA,WI,US,AGL,42.599077,-87.93167166,109.2,29X,OPERATIONAL IFR,Y,Y,ZAU,ZAU,POINT:NAVAID:ENW:DME,POINT:NAVAID:ENW:DME:US:WI:KENOSHA
EON,VORTAC,461,PEOTONE,PEOTONE,IL,US,AGL,41.26963236,-87.79105347,113.2,79X,OPERATIONAL IFR,Y,Y,ZAU,ZAU,POINT:NAVAID:EON:VORTAC,POINT:NAVAID:EON:VORTAC:US:IL:PEOTONE
EOS,DME,462,NEOSHO,NEOSHO,MO,US,ACE,36.84244841,-94.4357008,117.3,120X,OPERATIONAL IFR,Y,Y,ZKC,ZKC,POINT:NAVAID:EOS:DME,POINT:NAVAID:EOS:DME:US:MO:NEOSHO
EPH,VORTAC,463,EPHRATA,EPHRATA,WA,US,ANM,47.37791888,-119.42400388,112.6,73X,OPERATIONAL RESTRICTED,Y,Y,ZSE,ZSE,POINT:NAVAID:EPH:VORTAC,POINT:NAVAID:EPH:VORTAC:US:WA:EPHRATA
EQQ,NDB,464,COWETA COUNTY,NEWNAN,GA,US,ASO,33.25694452,-84.71327,234,,OPERATIONAL IFR,Y,Y,ZTL,ZTL,POINT:NAVAID:EQQ:NDB,POINT:NAVAID:EQQ:NDB:US:GA:NEWNAN
ERI,TACAN,465,ERIE,ERIE,PA,US,AEA,42.01739691,-80.29269816,109.4,31X,OPERATIONAL RESTRICTED,Y,Y,ZOB,ZOB,POINT:NAVAID:ERI:TACAN,POINT:NAVAID:ERI:TACAN:US:PA:ERIE
ES,NDB,466,PIKLE,ESCANABA,MI,US,AGL,45.72273002,-87.22483744,344,,OPERATIONAL IFR,Y,Y,ZMP,ZMP,POINT:NAVAID:ES:NDB,POINT:NAVAID:ES:NDB:US:MI:ESCANABA
ESC,VOR/DME,467,ESCANABA,ESCANABA,MI,US,AGL,45.72263527,-87.08959827,113.55,82Y,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:ESC:VOR/DME,POINT:NAVAID:ESC:VOR/DME:US:MI:ESCANABA
ESG,NDB,468,ROLLINS,ROLLINSFORD,NH,US,ANE,43.22022088,-70.82834794,260,,OPERATIONAL IFR,Y,Y,ZBW,ZBW,POINT:NAVAID:ESG:NDB,POINT:NAVAID:ESG:NDB:US:NH:ROLLINSFORD
ESL,VOR/DME,469,KESSEL,KESSEL,WV,US,AEA,39.22549277,-78.9895,110.8,45X,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:ESL:VOR/DME,POINT:NAVAID:ESL:VOR/DME:US:WV:KESSEL
ETG,VORTAC,470,KEATING,KEATING,PA,US,AEA,41.21494972,-78.14275638,116,107X,OPERATIONAL IFR,Y,Y,ZOB,ZOB,POINT:NAVAID:ETG:VORTAC,POINT:NAVAID:ETG:VORTAC:US:PA:KEATING
ETL,VOR/DME,471,CONES,TELLURIDE,CO,US,ANM,38.04025222,-108.25857444,116.95,116Y,OPERATIONAL RESTRICTED,Y,Y,ZDV,ZDV,POINT:NAVAID:ETL:VOR/DME,POINT:NAVAID:ETL:VOR/DME:US:CO:TELLURIDE
ETX,VOR/DME,472,EAST TEXAS,EAST TEXAS,PA,US,AEA,40.58103902,-75.68403013,110.2,39X,OPERATIONAL RESTRICTED,Y,Y,ZNY,ZNY,POINT:NAVAID:ETX:VOR/DME,POINT:NAVAID:ETX:VOR/DME:US:PA:EAST_TEXAS
EUF,VOR/DME,473,EUFAULA,EUFAULA,AL,US,ASO,31.95025077,-85.1304795,109.2,29X,OPERATIONAL RESTRICTED,Y,Y,ZTL,ZTL,POINT:NAVAID:EUF:VOR/DME,POINT:NAVAID:EUF:VOR/DME:US:AL:EUFAULA
EUG,VORTAC,474,EUGENE,EUGENE,OR,US,ANM,44.12089841,-123.22283125,112.9,76X,OPERATIONAL RESTRICTED,Y,Y,ZSE,ZSE,POINT:NAVAID:EUG:VORTAC,POINT:NAVAID:EUG:VORTAC:US:OR:EUGENE
EVW,VOR/DME,475,EVANSTON,EVANSTON,WY,US,ANM,41.27248775,-111.0467665,109.6,33X,OPERATIONAL RESTRICTED,Y,Y,ZLC,ZLC,POINT:NAVAID:EVW:VOR/DME,POINT:NAVAID:EVW:VOR/DME:US:WY:EVANSTON
EW,NDB,476,KATFI,NEW BERN,NC,US,ASO,35.02162422,-77.07946183,362,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:EW:NDB,POINT:NAVAID:EW:NDB:US:NC:NEW_BERN
EWA,DME,477,KEWANEE,KEWANEE,MS,US,ASO,32.36766666,-88.45716666,113.8,85X,OPERATIONAL RESTRICTED,Y,Y,ZME,ZME,POINT:NAVAID:EWA:DME,POINT:NAVAID:EWA:DME:US:MS:KEWANEE
EWC,VOR/DME,478,ELLWOOD CITY,ELLWOOD CITY,PA,US,AEA,40.82493266,-80.21154555,115.8,105X,OPERATIONAL RESTRICTED,Y,Y,ZOB,ZOB,POINT:NAVAID:EWC:VOR/DME,POINT:NAVAID:EWC:VOR/DME:US:PA:ELLWOOD_CITY
EWM,VORTAC,479,NEWMAN,NEWMAN,TX,US,ASW,31.95178611,-106.27245833,112.4,71X,OPERATIONAL RESTRICTED,Y,Y,ZAB,ZAB,POINT:NAVAID:EWM:VORTAC,POINT:NAVAID:EWM:VORTAC:US:TX:NEWMAN
EWN,VOR/DME,480,NEW BERN,NEW BERN,NC,US,ASO,35.07314138,-77.0450658,113.6,83X,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:EWN:VOR/DME,POINT:NAVAID:EWN:VOR/DME:US:NC:NEW_BERN
EWO,VOR/DME,481,NEW HOPE,NEW HOPE,KY,US,ASO,37.63181138,-85.6758775,113.95,86Y,OPERATIONAL IFR,Y,Y,ZID,ZID,POINT:NAVAID:EWO:VOR/DME,POINT:NAVAID:EWO:VOR/DME:US:KY:NEW_HOPE
EWR,DME,482,NEWARK,NEWARK,NJ,US,AEA,40.67434444,-74.17796666,113.75,84Y,SHUTDOWN,Y,Y,ZNY,ZNY,POINT:NAVAID:EWR:DME,POINT:NAVAID:EWR:DME:US:NJ:NEWARK
EWR,FAN_MARKER,483,MARYANN,NEWARK,NJ,US,AEA,40.703384,-74.18742252,,,OPERATIONAL IFR,Y,Y,,ZNY,POINT:NAVAID:EWR:FAN_MARKER,POINT:NAVAID:EWR:FAN_MARKER:US:NJ:NEWARK
EYW,VORTAC,484,KEY WEST,KEY WEST,FL,US,ASO,24.58587827,-81.80047633,113.5,82X,OPERATIONAL RESTRICTED,Y,Y,ZMA,ZMA,POINT:NAVAID:EYW:VORTAC,POINT:NAVAID:EYW:VORTAC:US:FL:KEY_WEST
EZF,NDB,485,SHANNON,FREDERICKSBURG,VA,US,AEA,38.26634794,-77.45050913,237,,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:EZF:NDB,POINT:NAVAID:EZF:NDB:US:VA:FREDERICKSBURG
EZM,NDB,486,EASTMAN,EASTMAN,GA,US,ASO,32.13169205,-83.15394247,366,,OPERATIONAL IFR,Y,Y,ZTL,ZJX,POINT:NAVAID:EZM:NDB,POINT:NAVAID:EZM:NDB:US:GA:EASTMAN
FAH,DME,487,FALLS,SHEBOYGAN,WI,US,AGL,43.7687865,-87.84876863,110,37X,OPERATIONAL IFR,Y,Y,ZAU,ZAU,POINT:NAVAID:FAH:DME,POINT:NAVAID:FAH:DME:US:WI:SHEBOYGAN
FAI,VORTAC,488,FAIRBANKS,FAIRBANKS,AK,US,AAL,64.80007047,-148.01197588,108.6,23X,OPERATIONAL IFR,Y,Y,ZAN,ZAN,POINT:NAVAID:FAI:VORTAC,POINT:NAVAID:FAI:VORTAC:US:AK:FAIRBANKS
FAK,VORTAC,489,FLAT ROCK,FLAT ROCK,VA,US,AEA,37.52850944,-77.82821916,113.3,80X,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:FAK:VORTAC,POINT:NAVAID:FAK:VORTAC:US:VA:FLAT_ROCK
FAM,VORTAC,490,FARMINGTON,FARMINGTON,MO,US,ACE,37.67346288,-90.23406127,115.7,104X,OPERATIONAL RESTRICTED,Y,Y,ZKC,ZKC,POINT:NAVAID:FAM:VORTAC,POINT:NAVAID:FAM:VORTAC:US:MO:FARMINGTON
FAR,VOR/DME,491,FARGO,FARGO,ND,US,AGL,46.75333691,-96.85131897,116.2,109X,OPERATIONAL IFR,Y,Y,ZMP,ZMP,POINT:NAVAID:FAR:VOR/DME,POINT:NAVAID:FAR:VOR/DME:US:ND:FARGO
FAY,VOR/DME,492,FAYETTEVILLE,FAYETTEVILLE,NC,US,ASO,34.98555122,-78.87506386,114.85,95Y,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:FAY:VOR/DME,POINT:NAVAID:FAY:VOR/DME:US:NC:FAYETTEVILLE
FBC,VORTAC,493,FLAG CITY,FINDLAY,OH,US,AGL,40.95533383,-83.75602461,108.2,19X,OPERATIONAL IFR,Y,Y,ZOB,ZOB,POINT:NAVAID:FBC:VORTAC,POINT:NAVAID:FBC:VORTAC:US:OH:FINDLAY
FBR,VOR/DME,494,FORT BRIDGER,FORT BRIDGER,WY,US,ANM,41.37843997,-110.42406122,114.45,91Y,OPERATIONAL RESTRICTED,Y,Y,ZLC,ZLC,POINT:NAVAID:FBR:VOR/DME,POINT:NAVAID:FBR:VOR/DME:US:WY:FORT_BRIDGER
FBY,NDB,495,FAIRBURY,FAIRBURY,NE,US,ACE,40.17667263,-97.16582441,293,,OPERATIONAL IFR,Y,Y,ZMP,ZMP,POINT:NAVAID:FBY:NDB,POINT:NAVAID:FBY:NDB:US:NE:FAIRBURY
FCA,VOR/DME,496,KALISPELL,KALISPELL,MT,US,ANM,48.21410244,-114.17589072,113.2,79X,OPERATIONAL RESTRICTED,Y,Y,ZLC,ZLC,POINT:NAVAID:FCA:VOR/DME,POINT:NAVAID:FCA:VOR/DME:US:MT:KALISPELL
FCM,VOR/DME,497,FLYING CLOUD,MINNEAPOLIS,MN,US,AGL,44.82535008,-93.44268869,117.7,124X,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:FCM:VOR/DME,POINT:NAVAID:FCM:VOR/DME:US:MN:MINNEAPOLIS
FCS,VOR/DME,498,BUTTS,FORT CARSON,CO,US,ANM,38.68069852,-104.75692025,108.8,25X,OPERATIONAL RESTRICTED,Y,Y,ZDV,ZDV,POINT:NAVAID:FCS:VOR/DME,POINT:NAVAID:FCS:VOR/DME:US:CO:FORT_CARSON
FDK,VOR/DME,499,FREDERICK,FREDERICK,MD,US,AEA,39.41223608,-77.37511608,116.85,115Y,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:FDK:VOR/DME,POINT:NAVAID:FDK:VOR/DME:US:MD:FREDERICK
FDV,NDB,500,FORT DAVIS,NOME,AK,US,AAL,64.49474644,-165.3150973,529,,OPERATIONAL IFR,Y,Y,ZAN,ZAN,POINT:NAVAID:FDV:NDB,POINT:NAVAID:FDV:NDB:US:AK:NOME
FF,NDB,501,HAMRE,FERGUS FALLS,MN,US,AGL,46.21981633,-96.05768463,337,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:FF:NDB,POINT:NAVAID:FF:NDB:US:MN:FERGUS_FALLS
FFC,NDB,502,PECAT,ATLANTA,GA,US,ASO,33.30091938,-84.48642669,316,,OPERATIONAL IFR,Y,Y,ZTL,ZTL,POINT:NAVAID:FFC:NDB,POINT:NAVAID:FFC:NDB:US:GA:ATLANTA
FFM,VOR/DME,503,FERGUS FALLS,FERGUS FALLS,MN,US,AGL,46.28935194,-96.15681111,110.4,41X,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:FFM:VOR/DME,POINT:NAVAID:FFM:VOR/DME:US:MN:FERGUS_FALLS
FFO,TACAN,504,PATTERSON,DAYTON,OH,US,AGL,39.81897777,-84.05548055,109.2,29X,OPERATIONAL RESTRICTED,Y,N,ZID,ZID,POINT:NAVAID:FFO:TACAN,POINT:NAVAID:FFO:TACAN:US:OH:DAYTON
FFT,VOR,505,FRANKFORT,FRANKFORT,KY,US,ASO,38.18242302,-84.90862316,109.4,,OPERATIONAL RESTRICTED,Y,Y,ZID,ZID,POINT:NAVAID:FFT:VOR,POINT:NAVAID:FFT:VOR:US:KY:FRANKFORT
FFU,VORTAC,506,FAIRFIELD,PROVO,UT,US,ANM,40.27489461,-111.9405315,116.6,113X,OPERATIONAL RESTRICTED,Y,Y,ZLC,ZLC,POINT:NAVAID:FFU:VORTAC,POINT:NAVAID:FFU:VORTAC:US:UT:PROVO
FGT,VORTAC,507,FARMINGTON,FARMINGTON,MN,US,AGL,44.63095286,-93.18205308,115.7,104X,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:FGT:VORTAC,POINT:NAVAID:FGT:VORTAC:US:MN:FARMINGTON
FHR,NDB,508,FRIDAY HARBOR,FRIDAY HARBOR,WA,US,ANM,48.51213586,-123.02386227,284,,OPERATIONAL IFR,Y,Y,ZSE,ZSE,POINT:NAVAID:FHR:NDB,POINT:NAVAID:FHR:NDB:US:WA:FRIDAY_HARBOR
FHU,VOR/DME,509,LIBBY,FORT HUACHUCA SIERRA VISTA,AZ,US,AWP,31.58965605,-110.35494247,113.6,83X,OPERATIONAL RESTRICTED,Y,Y,ZAB,ZAB,POINT:NAVAID:FHU:VOR/DME,POINT:NAVAID:FHU:VOR/DME:US:AZ:FORT_HUACHUCA_SIERRA_VISTA
FIM,VORTAC,510,FILLMORE,FILLMORE,CA,US,AWP,34.35669361,-118.88129111,112.5,72X,OPERATIONAL RESTRICTED,Y,Y,ZLA,ZLA,POINT:NAVAID:FIM:VORTAC,POINT:NAVAID:FIM:VORTAC:US:CA:FILLMORE
FIQ,NDB,511,FIDDLERS,MORGANTON,NC,US,ASO,35.71021386,-81.67135411,391,,OPERATIONAL RESTRICTED,Y,Y,ZTL,ZTL,POINT:NAVAID:FIQ:NDB,POINT:NAVAID:FIQ:NDB:US:NC:MORGANTON
FJC,VORTAC,512,ALLENTOWN,ALLENTOWN,PA,US,AEA,40.72668727,-75.45474519,117.5,122X,OPERATIONAL RESTRICTED,Y,Y,ZNY,ZNY,POINT:NAVAID:FJC:VORTAC,POINT:NAVAID:FJC:VORTAC:US:PA:ALLENTOWN
FJS,VOR/DME,513,FORT JONES,FORT JONES,CA,US,AWP,41.44966916,-122.8064475,116.25,109Y,OPERATIONAL RESTRICTED,Y,Y,ZSE,ZSE,POINT:NAVAID:FJS:VOR/DME,POINT:NAVAID:FJS:VOR/DME:US:CA:FORT_JONES
FK,NDB,514,AIRBE,HOPKINSVILLE,KY,US,ASO,36.73700502,-87.41385227,273,,OPERATIONAL IFR,Y,Y,ZME,ZME,POINT:NAVAID:FK:NDB,POINT:NAVAID:FK:NDB:US:KY:HOPKINSVILLE
FKL,VOR,515,FRANKLIN,FRANKLIN,PA,US,AEA,41.43849833,-79.85670594,109.6,,OPERATIONAL RESTRICTED,Y,Y,ZOB,ZOB,POINT:NAVAID:FKL:VOR,POINT:NAVAID:FKL:VOR:US:PA:FRANKLIN
FLG,VOR/DME,516,FLAGSTAFF,FLAGSTAFF,AZ,US,AWP,35.14719783,-111.67416277,113.85,85Y,OPERATIONAL RESTRICTED,Y,Y,ZAB,ZAB,POINT:NAVAID:FLG:VOR/DME,POINT:NAVAID:FLG:VOR/DME:US:AZ:FLAGSTAFF
FLL,VOR/DME,517,FORT LAUDERDALE,FORT LAUDERDALE,FL,US,ASO,26.07394338,-80.16644183,114.4,91X,OPERATIONAL RESTRICTED,Y,Y,ZMA,ZMA,POINT:NAVAID:FLL:VOR/DME,POINT:NAVAID:FLL:VOR/DME:US:FL:FORT_LAUDERDALE
FLM,VOR/DME,518,FALMOUTH,FALMOUTH,KY,US,ASO,38.64944141,-84.31060166,117,117X,OPERATIONAL IFR,Y,Y,ZID,ZID,POINT:NAVAID:FLM:VOR/DME,POINT:NAVAID:FLM:VOR/DME:US:KY:FALMOUTH
FLO,VORTAC,519,FLORENCE,FLORENCE,SC,US,ASO,34.23296813,-79.657161,115.2,99X,OPERATIONAL RESTRICTED,Y,Y,ZJX,ZJX,POINT:NAVAID:FLO:VORTAC,POINT:NAVAID:FLO:VORTAC:US:SC:FLORENCE
FLP,DME,520,FLIPPIN,FLIPPIN,AR,US,ASW,36.29964627,-92.45838894,116.05,107Y,OPERATIONAL RESTRICTED,Y,Y,ZME,ZME,POINT:NAVAID:FLP:DME,POINT:NAVAID:FLP:DME:US:AR:FLIPPIN
FLW,VOR/DME,521,FELLOWS,FELLOWS,CA,US,AWP,35.09308444,-119.86557861,117.5,122X,OPERATIONAL RESTRICTED,Y,Y,ZLA,ZLA,POINT:NAVAID:FLW:VOR/DME,POINT:NAVAID:FLW:VOR/DME:US:CA:FELLOWS
FM,NDB,522,CALOO,FORT MYERS,FL,US,ASO,26.51612938,-81.95026975,341,,OPERATIONAL IFR,Y,N,,,POINT:NAVAID:FM:NDB,POINT:NAVAID:FM:NDB:US:FL:FORT_MYERS
FMG,VORTAC,523,MUSTANG,RENO,NV,US,AWP,39.53127736,-119.65607586,117.9,126X,OPERATIONAL RESTRICTED,Y,Y,ZOA,ZOA,POINT:NAVAID:FMG:VORTAC,POINT:NAVAID:FMG:VORTAC:US:NV:RENO
FMZ,NDB,524,BEKLOF,FAIRMONT,NE,US,ACE,40.58994577,-97.56805075,392,,OPERATIONAL IFR,Y,Y,ZMP,ZMP,POINT:NAVAID:FMZ:NDB,POINT:NAVAID:FMZ:NDB:US:NE:FAIRMONT
FND,NDB,525,ELLICOTT,BALTIMORE,MD,US,AEA,39.28735172,-76.77701755,371,,OPERATIONAL RESTRICTED,Y,Y,ZDC,ZDC,POINT:NAVAID:FND:NDB,POINT:NAVAID:FND:NDB:US:MD:BALTIMORE
FNT,VORTAC,526,FLINT,FLINT,MI,US,AGL,42.9667665,-83.7469878,116.9,116X,OPERATIONAL RESTRICTED,Y,Y,ZOB,ZOB,POINT:NAVAID:FNT:VORTAC,POINT:NAVAID:FNT:VORTAC:US:MI:FLINT
FNX,DME,527,FAIRMONT,FAIRMONT,MN,US,AGL,43.63775741,-94.41319816,114.25,89Y,OPERATIONAL IFR,Y,Y,ZMP,ZMP,POINT:NAVAID:FNX:DME,POINT:NAVAID:FNX:DME:US:MN:FAIRMONT
FO,NDB,528,BARRO,FORT DODGE,IA,US,ACE,42.514493,-94.30557825,341,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:FO:NDB,POINT:NAVAID:FO:NDB:US:IA:FORT_DODGE
FOD,TACAN,529,FORT DODGE,FORT DODGE,IA,US,ACE,42.61112497,-94.29481613,113.5,82X,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:FOD:TACAN,POINT:NAVAID:FOD:TACAN:US:IA:FORT_DODGE
FOE,TACAN,530,FORBES,TOPEKA,KS,US,ACE,38.94737016,-95.66117905,111.6,53X,OPERATIONAL IFR,Y,Y,ZKC,ZKC,POINT:NAVAID:FOE:TACAN,POINT:NAVAID:FOE:TACAN:US:KS:TOPEKA
FOE,VOT,531,FORBES,TOPEKA,KS,US,ACE,38.95166675,-95.66694452,111,,OPERATIONAL IFR,Y,Y,,,POINT:NAVAID:FOE:VOT,POINT:NAVAID:FOE:VOT:US:KS:TOPEKA
FOF,VOR/DME,532,MARTINIQUE,FORT DE FRANCE,,MQ,,14.59075,-61.02280555,113.3,80X,OPERATIONAL IFR,N,Y,,,POINT:NAVAID:FOF:VOR/DME,POINT:NAVAID:FOF:VOR/DME:MQ::FORT_DE_FRANCE
FOK,TACAN,533,SUFFOLK CO,WESTHAMPTON BEACH,NY,US,AEA,40.83777505,-72.631841,111,47X,OPERATIONAL RESTRICTED,Y,Y,,ZBW,POINT:NAVAID:FOK:TACAN,POINT:NAVAID:FOK:TACAN:US:NY:WESTHAMPTON_BEACH
FOT,VORTAC,534,FORTUNA,FORTUNA,CA,US,AWP,40.67127158,-124.23453625,114,87X,OPERATIONAL RESTRICTED,Y,Y,ZSE,ZSE,POINT:NAVAID:FOT:VORTAC,POINT:NAVAID:FOT:VORTAC:US:CA:FORTUNA
FOW,VOR/DME,535,HALFWAY,MORRISTOWN,MN,US,AGL,44.20444444,-93.3705,111.2,49X,OPERATIONAL IFR,Y,Y,ZMP,ZMP,POINT:NAVAID:FOW:VOR/DME,POINT:NAVAID:FOW:VOR/DME:US:MN:MORRISTOWN
FQ,NDB,536,MONTZ,FAIRMONT,MN,US,AGL,43.57365541,-94.31798061,420,,OPERATIONAL IFR,Y,Y,ZMP,ZMP,POINT:NAVAID:FQ:NDB,POINT:NAVAID:FQ:NDB:US:MN:FAIRMONT
FQF,VORTAC,537,FALCON,DENVER,CO,US,ANM,39.69013888,-104.62097222,116.3,110X,OPERATIONAL RESTRICTED,Y,Y,ZDV,ZDV,POINT:NAVAID:FQF:VORTAC,POINT:NAVAID:FQF:VORTAC:US:CO:DENVER
FQM,VOR/DME,538,WILLIAMSPORT,WILLIAMSPORT,PA,US,AEA,41.3385585,-76.77486658,114.4,91X,OPERATIONAL IFR,Y,Y,ZNY,ZNY,POINT:NAVAID:FQM:VOR/DME,POINT:NAVAID:FQM:VOR/DME:US:PA:WILLIAMSPORT
FR,NDB,539,FRIKK,FARMINGDALE,NY,US,AEA,40.77651602,-73.48245663,407,,OPERATIONAL IFR,N,N,,,POINT:NAVAID:FR:NDB,POINT:NAVAID:FR:NDB:US:NY:FARMINGDALE
FRA,VORTAC,540,FRIANT,FRIANT,CA,US,AWP,37.10442083,-119.59544555,115.6,103X,OPERATIONAL IFR,Y,Y,ZOA,ZOA,POINT:NAVAID:FRA:VORTAC,POINT:NAVAID:FRA:VORTAC:US:CA:FRIANT
FRI,VOR,541,FORT RILEY,FORT RILEY (JUNCTION CITY),KS,US,ACE,38.97016411,-96.86117227,109.4,,OPERATIONAL RESTRICTED,Y,Y,ZKC,ZKC,POINT:NAVAID:FRI:VOR,POINT:NAVAID:FRI:VOR:US:KS:FORT_RILEY__JUNCTION_CITY
FS,NDB,542,ROKKY,SIOUX FALLS,SD,US,AGL,43.49396444,-96.82906,245,,OPERATIONAL IFR,Y,Y,ZMP,ZMP,POINT:NAVAID:FS:NDB,POINT:NAVAID:FS:NDB:US:SD:SIOUX_FALLS
FSD,VORTAC,543,SIOUX FALLS,SIOUX FALLS,SD,US,AGL,43.64949047,-96.78112502,115,97X,OPERATIONAL RESTRICTED,Y,Y,ZMP,ZMP,POINT:NAVAID:FSD:VORTAC,POINT:NAVAID:FSD:VORTAC:US:SD:SIOUX_FALLS
