"EFF_DATE","FACILITY_ID","FACILITY_TYPE","STATE_CODE","COUNTRY_CODE","RADAR_TYPE","RADAR_NO","RADAR_HRS","REMARK"
"2026/05/14","ONT","AIRPORT","CA","US","ASR",1,"24",""
"2026/05/14","ORD","AIRPORT","IL","US","ASR",2,"24",""
"2026/05/14","ORF","AIRPORT","VA","US","ASR",1,"24",""
"2026/05/14","P50","TRACON","AZ","US","ASR",1,"24",""
"2026/05/14","PAM","AIRPORT","FL","US","ASR",1,"24",""
"2026/05/14","PAM","AIRPORT","FL","US","PAR",2,"24",""
"2026/05/14","PBI","AIRPORT","FL","US","ASR",2,"24",""
"2026/05/14","PDX","AIRPORT","OR","US","ASR",2,"24",""
"2026/05/14","PHL","AIRPORT","PA","US","ASR",1,"24",""
"2026/05/14","PIA","AIRPORT","IL","US","ASR",2,"24",""
"2026/05/14","PIT","AIRPORT","PA","US","ASR",1,"24",""
"2026/05/14","PNS","AIRPORT","FL","US","ASR",1,"24",""
"2026/05/14","POB","AIRPORT","NC","US","PAR",1,"0600-0000",""
"2026/05/14","POE","AIRPORT","LA","US","ASR",1,"24",""
"2026/05/14","POE","AIRPORT","LA","US","PAR",2,"24",""
"2026/05/14","PSC","AIRPORT","WA","US","ASR",1,"0600-2200",""
"2026/05/14","PSM","AIRPORT","NH","US","PAR",1,"24",""
"2026/05/14","PSP","AIRPORT","CA","US","ASR",1,"0600-2300",""
"2026/05/14","PTK","AIRPORT","MI","US","ASR",1,"24",""
"2026/05/14","PUB","AIRPORT","CO","US","ASR",1,"0600-2200",""
"2026/05/14","PVD","AIRPORT","RI","US","ASR",1,"0600-0000",""
"2026/05/14","PWM","AIRPORT","ME","US","ASR",1,"16",""
"2026/05/14","RCA","AIRPORT","SD","US","ASR",2,"DIGITAL ASR NO-NOTAM MP: 0500-1100Z++ MON-FRI.","(RADAR_TYPE) DIGITAL ASR NO-NOTAM MP: 0500-1100Z++ MON-FRI."
"2026/05/14","RDG","AIRPORT","PA","US","ASR",2,"0600-0000",""
"2026/05/14","RDM","AIRPORT","OR","US","ASR",1,"0600-2200",""
"2026/05/14","RDR","AIRPORT","ND","US","ASR",1,"24; ASR NO NOTAM MP 0700-1200Z++ MON-FRI.",""
"2026/05/14","RDU","AIRPORT","NC","US","ASR",1,"24",""
"2026/05/14","RFD","AIRPORT","IL","US","ASR",1,"24",""
"2026/05/14","RIC","AIRPORT","VA","US","ASR",1,"24",""
"2026/05/14","RIV","AIRPORT","CA","US","ASR",1,"1500-0700Z++.  NO-NOTAM MP 0700-1500Z++ WED.",""
"2026/05/14","RNO","AIRPORT","NV","US","ASR",1,"24",""
"2026/05/14","ROA","AIRPORT","VA","US","ASR",1,"24",""
"2026/05/14","ROC","AIRPORT","NY","US","ASR",1,"24",""
"2026/05/14","ROW","AIRPORT","NM","US","ASR",1,"0600-2100",""
"2026/05/14","RST","AIRPORT","MN","US","ASR",1,"0500-2300",""
"2026/05/14","RSW","AIRPORT","FL","US","ASR",1,"0600-0000",""
"2026/05/14","S46","TRACON","WA","US","ASR",1,"24.",""
"2026/05/14","SAT","AIRPORT","TX","US","ASR",1,"24",""
"2026/05/14","SAV","AIRPORT","GA","US","ASR",1,"0600-0000",""
"2026/05/14","SAW","AIRPORT","MI","US","ASR",1,"24",""
"2026/05/14","SBA","AIRPORT","CA","US","ASR",1,"0600-2300",""
"2026/05/14","SBN","AIRPORT","IN","US","ASR",1,"0530-0000SUN-FRI 0530-2345 SAT.",""
"2026/05/14","SCK","AIRPORT","CA","US","ASR",2,"24",""
"2026/05/14","SCT","TRACON","CA","US","ASR",1,"24",""
"2026/05/14","SCT","TRACON","CA","US","ASR",2,"24",""
"2026/05/14","SCT","TRACON","CA","US","ASR",3,"24",""
"2026/05/14","SCT","TRACON","CA","US","ASR",4,"24",""
"2026/05/14","SCT","TRACON","CA","US","ASR",5,"24",""
"2026/05/14","SCT","TRACON","CA","US","ASR",6,"24",""
"2026/05/14","SCT","TRACON","CA","US","ASR",7,"24",""
"2026/05/14","SDF","AIRPORT","KY","US","ASR",1,"24",""
"2026/05/14","SEA","AIRPORT","WA","US","ASR",1,"24",""
"2026/05/14","SGF","AIRPORT","MO","US","ASR",2,"24",""
"2026/05/14","SHV","AIRPORT","LA","US","ASR",1,"24",""
"2026/05/14","SJT","AIRPORT","TX","US","ASR",1,"0600-0000",""
"2026/05/14","SJU","AIRPORT","PR","US","ASR",1,"24",""
"2026/05/14","SLC","AIRPORT","UT","US","ASR",1,"0700-2200",""
"2026/05/14","SLI","AIRPORT","CA","US","ASR",1,"1500-0000Z++ FRI-SUN; 1500-0600Z++ MON-THU; CLSD ALL FEDERAL HOL.  EXP CLOSURE OR RDCD SVC PER NOTAM.",""
"2026/05/14","SLI","AIRPORT","CA","US","PAR",2,"1500-0000Z++ FRI-SUN; 1500-0600Z++ MON-THU; CLSD ALL FEDERAL HOL.  EXP CLOSURE OR RDCD SVC PER NOTAM.",""
"2026/05/14","SPI","AIRPORT","IL","US","ASR",1,"0600-2200",""
"2026/05/14","SPS","AIRPORT","TX","US","ASR",1,"1200-0200Z++",""
"2026/05/14","SRQ","AIRPORT","FL","US","ASR",1,"24",""
"2026/05/14","SSC","AIRPORT","SC","US","ASR",1,"24","(RADAR_TYPE) NO-NOTAM MP: 0400-1100Z++ TUE-FRI DLY (1500/3+1)."
"2026/05/14","STJ","AIRPORT","MO","US","ASR",1,"24",""
"2026/05/14","STJ","AIRPORT","MO","US","PAR",2,"24",""
"2026/05/14","STL","AIRPORT","MO","US","ASR",1,"24",""
"2026/05/14","STT","AIRPORT","VI","US","ASR",1,"24",""
"2026/05/14","SUU","AIRPORT","CA","US","ASR",1,"24","(RADAR_TYPE) COMM/NAV/WEATHER REMARKS: ASR-11/DASR - NO-NOTAM MP 0701-1300Z++ MON THRU FRI. ILS/RADAR-RADAR:  RADAR COVERAGE LTD IN AREA BOUNDED BY SUU075/004, SUU115/013, SUU157/011, SUU185/003. TFC ADZY MAY NOT BE AVBL TO NON-TRANSPONDER EQPT ACFT. "
"2026/05/14","SUX","AIRPORT","IA","US","ASR",2,"0600-2130",""
"2026/05/14","SWF","AIRPORT","NY","US","ASR",1,"24",""
"2026/05/14","SYR","AIRPORT","NY","US","ASR",1,"24",""
"2026/05/14","SZL","AIRPORT","MO","US","ASR",1,"MON THRU FRI 1300Z-0500Z++; SAT-SUN 1400-2300Z++ CLSD HOL.","(RADAR_TYPE) ASR: NO-NOTAM MP 0700-1300Z++ MON, TUE."
"2026/05/14","TIK","AIRPORT","OK","US","PAR",1,"UNK",""
"2026/05/14","TLH","AIRPORT","FL","US","ASR",1,"0600-2300",""
"2026/05/14","TNCM","AIRPORT","","AN","ASR",1,"1200-2359Z UTC-4",""
"2026/05/14","TOL","AIRPORT","OH","US","ASR",1,"24",""
"2026/05/14","TPA","AIRPORT","FL","US","ASR",1,"24",""
"2026/05/14","TRI","AIRPORT","TN","US","ASR",1,"0600-2400",""
"2026/05/14","TUL","AIRPORT","OK","US","ASR",1,"24",""
"2026/05/14","TYS","AIRPORT","TN","US","ASR",1,"24",""
"2026/05/14","UAM","AIRPORT","GU","US","ASR",1,"24",""
"2026/05/14","VAD","AIRPORT","GA","US","ASR",1,"1000-0500Z MON-FRI 1200-2000Z SAT/SUN/FED HOL.  NO-NOTAM MP: 0700-1130Z MON-FRI, 2300-1300Z SAT.",""
"2026/05/14","VAD","AIRPORT","GA","US","PAR",2,"1000-0500Z MON-FRI 1200-2000Z SAT/SUN/FED HOL.  NO-NOTAM MP: 0700-1130Z MON-FRI, 2300-1300Z SAT.",""
"2026/05/14","VPS","AIRPORT","FL","US","ASR",1,"DASR 0900-1200Z++ TUE",""
"2026/05/14","VUJ","AIRPORT","NC","US","ASR",1,"1300-0300Z++ TUES-SAT OR BY NOTAM.",""
"2026/05/14","VUJ","AIRPORT","NC","US","PAR",2,"PAR APCH RSTD TO VFR COND ONLY, RQR 24 HR ADVANCE REQ THRU 235ATCS/ATM C704-422-2551 OR C704-763-4633 AFTER DUTY HR. 1300-0300Z++ TUES-SAT OR BY NOTAM.",""
"2026/05/14","WRB","AIRPORT","GA","US","ASR",1,"RADAR - SEE TERMINAL FLIP FOR RADAR MINIMA.  MON,FRI 1300-2100Z++, TUE 1500-2300Z++, WED,THU 1900-0300Z++.",""
"2026/05/14","WRI","AIRPORT","NJ","US","ASR",1,"24",""
"2026/05/14","WRI","AIRPORT","NJ","US","PAR",2,"PAR  APCH DLY FR 1100-0300Z++ CONTINGENT UPON PAR CONTROLLER.  ",""
"2026/05/14","YKM","AIRPORT","WA","US","ASR",1,"0600-2200",""
"2026/05/14","YNG","AIRPORT","OH","US","ASR",1,"0600-0000",""
